URL	chrom://arspawyn4ahlab1/ChromeleonLocal/Instrument Data/ICS3000/2025_Feb 11.seq/953.smp/ED_1.channel/ED_1.chm
Channel	ED_1

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2025_Feb 11
Name	1-B1 Alex
Number	14
Position	RB6
Comment	
Processing Method	Quantitative
Instrument Method	Neutral Oligosaccharides V ICS 3000
Type	Unknown
Status	Finished
Inject Time	2/12/2025 4:20:07 PM -05:00
Volume (µl)	25.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	120.000000
Data Points	14401
Detector	EDet1
Generating Data System	Chromeleon 7.3.0.60919
Exporting Data System	Chromeleon 7.3.0.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	nC
Signal Min.	-0.191850
Signal Max.	67.402401
Channel	ED_1
Driver Name	DC-3000
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (nC)
0.000000	n.a.	0.016900
0.008333	0.5	0.020200
0.016667	0.5	0.018600
0.025000	0.5	0.015700
0.033333	0.5	0.016300
0.041667	0.5	0.009150
0.050000	0.5	0.000100
0.058333	0.5	-0.005950
0.066667	0.5	-0.009900
0.075000	0.5	-0.012500
0.083333	0.5	-0.013550
0.091667	0.5	-0.012350
0.100000	0.5	-0.009450
0.108333	0.5	-0.006800
0.116667	0.5	-0.007500
0.125000	0.5	-0.005650
0.133333	0.5	-0.006000
0.141667	0.5	-0.013400
0.150000	0.5	-0.022050
0.158333	0.5	-0.023350
0.166667	0.5	-0.025850
0.175000	0.5	-0.025950
0.183333	0.5	-0.025850
0.191667	0.5	-0.023150
0.200000	0.5	-0.021500
0.208333	0.5	-0.020850
0.216667	0.5	-0.019150
0.225000	0.5	-0.015700
0.233333	0.5	-0.020900
0.241667	0.5	-0.027850
0.250000	0.5	-0.034050
0.258333	0.5	-0.036550
0.266667	0.5	-0.036550
0.275000	0.5	-0.037000
0.283333	0.5	-0.035950
0.291667	0.5	-0.031350
0.300000	0.5	-0.028600
0.308333	0.5	-0.029200
0.316667	0.5	-0.025000
0.325000	0.5	-0.024600
0.333333	0.5	-0.032800
0.341667	0.5	-0.042150
0.350000	0.5	-0.042850
0.358333	0.5	-0.044150
0.366667	0.5	-0.045000
0.375000	0.5	-0.046550
0.383333	0.5	-0.044400
0.391667	0.5	-0.042250
0.400000	0.5	-0.042000
0.408333	0.5	-0.041050
0.416667	0.5	-0.036600
0.425000	0.5	-0.041750
0.433333	0.5	-0.050200
0.441667	0.5	-0.054850
0.450000	0.5	-0.056350
0.458333	0.5	-0.059150
0.466667	0.5	-0.058900
0.475000	0.5	-0.058000
0.483333	0.5	-0.058500
0.491667	0.5	-0.055450
0.500000	0.5	-0.058350
0.508333	0.5	-0.052800
0.516667	0.5	-0.053950
0.525000	0.5	-0.061450
0.533333	0.5	-0.068350
0.541667	0.5	-0.072800
0.550000	0.5	-0.074150
0.558333	0.5	-0.076300
0.566667	0.5	-0.076100
0.575000	0.5	-0.075500
0.583333	0.5	-0.072900
0.591667	0.5	-0.070600
0.600000	0.5	-0.073000
0.608333	0.5	-0.068300
0.616667	0.5	-0.074750
0.625000	0.5	-0.083650
0.633333	0.5	-0.088500
0.641667	0.5	-0.091050
0.650000	0.5	-0.091650
0.658333	0.5	-0.093050
0.666667	0.5	-0.091300
0.675000	0.5	-0.090500
0.683333	0.5	-0.086550
0.691667	0.5	-0.088100
0.700000	0.5	-0.084250
0.708333	0.5	-0.086050
0.716667	0.5	-0.093100
0.725000	0.5	-0.100750
0.733333	0.5	-0.104350
0.741667	0.5	-0.107700
0.750000	0.5	-0.107450
0.758333	0.5	-0.106400
0.766667	0.5	-0.106500
0.775000	0.5	-0.104900
0.783333	0.5	-0.102200
0.791667	0.5	-0.100800
0.800000	0.5	-0.097600
0.808333	0.5	-0.103050
0.816667	0.5	-0.110950
0.825000	0.5	-0.114300
0.833333	0.5	-0.115000
0.841667	0.5	-0.116100
0.850000	0.5	-0.116650
0.858333	0.5	-0.117500
0.866667	0.5	-0.114100
0.875000	0.5	-0.112300
0.883333	0.5	-0.112300
0.891667	0.5	-0.108950
0.900000	0.5	-0.109450
0.908333	0.5	-0.117200
0.916667	0.5	-0.123950
0.925000	0.5	-0.126300
0.933333	0.5	-0.125100
0.941667	0.5	-0.128250
0.950000	0.5	-0.127700
0.958333	0.5	-0.125950
0.966667	0.5	-0.122300
0.975000	0.5	-0.121550
0.983333	0.5	-0.120000
0.991667	0.5	-0.115450
1.000000	0.5	-0.120300
1.008333	0.5	-0.128400
1.016667	0.5	-0.131850
1.025000	0.5	-0.132950
1.033333	0.5	-0.134050
1.041667	0.5	-0.133450
1.050000	0.5	-0.132700
1.058333	0.5	-0.129450
1.066667	0.5	-0.124800
1.075000	0.5	-0.126100
1.083333	0.5	-0.121450
1.091667	0.5	-0.122000
1.100000	0.5	-0.130050
1.108333	0.5	-0.136100
1.116667	0.5	-0.140000
1.125000	0.5	-0.141400
1.133333	0.5	-0.143750
1.141667	0.5	-0.143150
1.150000	0.5	-0.143750
1.158333	0.5	-0.140000
1.166667	0.5	-0.140500
1.175000	0.5	-0.138800
1.183333	0.5	-0.135100
1.191667	0.5	-0.141600
1.200000	0.5	-0.150150
1.208333	0.5	-0.153850
1.216667	0.5	-0.155000
1.225000	0.5	-0.157850
1.233333	0.5	-0.157350
1.241667	0.5	-0.155650
1.250000	0.5	-0.153750
1.258333	0.5	-0.150100
1.266667	0.5	-0.153750
1.275000	0.5	-0.148650
1.283333	0.5	-0.150550
1.291667	0.5	-0.159000
1.300000	0.5	-0.164300
1.308333	0.5	-0.167850
1.316667	0.5	-0.169750
1.325000	0.5	-0.169900
1.333333	0.5	-0.170250
1.341667	0.5	-0.168650
1.350000	0.5	-0.163200
1.358333	0.5	-0.161250
1.366667	0.5	-0.160850
1.375000	0.5	-0.157050
1.383333	0.5	-0.162900
1.391667	0.5	-0.173200
1.400000	0.5	-0.177000
1.408333	0.5	-0.179300
1.416667	0.5	-0.181450
1.425000	0.5	-0.180000
1.433333	0.5	-0.180100
1.441667	0.5	-0.177050
1.450000	0.5	-0.173700
1.458333	0.5	-0.174850
1.466667	0.5	-0.169650
1.475000	0.5	-0.170750
1.483333	0.5	-0.176650
1.491667	0.5	-0.184700
1.500000	0.5	-0.185450
1.508333	0.5	-0.187000
1.516667	0.5	-0.187250
1.525000	0.5	-0.186700
1.533333	0.5	-0.183750
1.541667	0.5	-0.178150
1.550000	0.5	-0.176850
1.558333	0.5	-0.177000
1.566667	0.5	-0.171350
1.575000	0.5	-0.176450
1.583333	0.5	-0.183700
1.591667	0.5	-0.188750
1.600000	0.5	-0.190250
1.608333	0.5	-0.191850
1.616667	0.5	-0.190850
1.625000	0.5	-0.189300
1.633333	0.5	-0.185400
1.641667	0.5	-0.181600
1.650000	0.5	-0.181600
1.658333	0.5	-0.177800
1.666667	0.5	-0.175700
1.675000	0.5	-0.175500
1.683333	0.5	-0.139700
1.691667	0.5	-0.013800
1.700000	0.5	0.233450
1.708333	0.5	0.574150
1.716667	0.5	0.971500
1.725000	0.5	1.431650
1.733333	0.5	1.964850
1.741667	0.5	2.553650
1.750000	0.5	3.163550
1.758333	0.5	3.783550
1.766667	0.5	4.371100
1.775000	0.5	4.908850
1.783333	0.5	5.375700
1.791667	0.5	5.713000
1.800000	0.5	5.901200
1.808333	0.5	5.949700
1.816667	0.5	5.918650
1.825000	0.5	5.839950
1.833333	0.5	5.722000
1.841667	0.5	5.545000
1.850000	0.5	5.296900
1.858333	0.5	4.936900
1.866667	0.5	4.505950
1.875000	0.5	4.110500
1.883333	0.5	3.705750
1.891667	0.5	3.345350
1.900000	0.5	3.056200
1.908333	0.5	2.842700
1.916667	0.5	2.688850
1.925000	0.5	2.576850
1.933333	0.5	2.494400
1.941667	0.5	2.461850
1.950000	0.5	2.512250
1.958333	0.5	2.686650
1.966667	0.5	3.036750
1.975000	0.5	3.567750
1.983333	0.5	4.274400
1.991667	0.5	5.157300
2.000000	0.5	6.201600
2.008333	0.5	7.299750
2.016667	0.5	8.284850
2.025000	0.5	9.009300
2.033333	0.5	9.415400
2.041667	0.5	9.534850
2.050000	0.5	9.412550
2.058333	0.5	9.096150
2.066667	0.5	8.645600
2.075000	0.5	8.104100
2.083333	0.5	7.503850
2.091667	0.5	6.868500
2.100000	0.5	6.215850
2.108333	0.5	5.562100
2.116667	0.5	4.930750
2.125000	0.5	4.353950
2.133333	0.5	3.855900
2.141667	0.5	3.454700
2.150000	0.5	3.136700
2.158333	0.5	2.895100
2.166667	0.5	2.722600
2.175000	0.5	2.601750
2.183333	0.5	2.517400
2.191667	0.5	2.461450
2.200000	0.5	2.426450
2.208333	0.5	2.397900
2.216667	0.5	2.370650
2.225000	0.5	2.333450
2.233333	0.5	2.287700
2.241667	0.5	2.233800
2.250000	0.5	2.168800
2.258333	0.5	2.103900
2.266667	0.5	2.039350
2.275000	0.5	1.975000
2.283333	0.5	1.908900
2.291667	0.5	1.840250
2.300000	0.5	1.766650
2.308333	0.5	1.684950
2.316667	0.5	1.597550
2.325000	0.5	1.509500
2.333333	0.5	1.430300
2.341667	0.5	1.358550
2.350000	0.5	1.303550
2.358333	0.5	1.268950
2.366667	0.5	1.253550
2.375000	0.5	1.254600
2.383333	0.5	1.271550
2.391667	0.5	1.290150
2.400000	0.5	1.307950
2.408333	0.5	1.320800
2.416667	0.5	1.323550
2.425000	0.5	1.320500
2.433333	0.5	1.311850
2.441667	0.5	1.295650
2.450000	0.5	1.281300
2.458333	0.5	1.264550
2.466667	0.5	1.250700
2.475000	0.5	1.235000
2.483333	0.5	1.220350
2.491667	0.5	1.204900
2.500000	0.5	1.192250
2.508333	0.5	1.180250
2.516667	0.5	1.167500
2.525000	0.5	1.153450
2.533333	0.5	1.133300
2.541667	0.5	1.106800
2.550000	0.5	1.082150
2.558333	0.5	1.062300
2.566667	0.5	1.047500
2.575000	0.5	1.040950
2.583333	0.5	1.037350
2.591667	0.5	1.038650
2.600000	0.5	1.041800
2.608333	0.5	1.040050
2.616667	0.5	1.041700
2.625000	0.5	1.046150
2.633333	0.5	1.048700
2.641667	0.5	1.054050
2.650000	0.5	1.065000
2.658333	0.5	1.080000
2.666667	0.5	1.091050
2.675000	0.5	1.098650
2.683333	0.5	1.100750
2.691667	0.5	1.096800
2.700000	0.5	1.088300
2.708333	0.5	1.076750
2.716667	0.5	1.068900
2.725000	0.5	1.059850
2.733333	0.5	1.058550
2.741667	0.5	1.070350
2.750000	0.5	1.096300
2.758333	0.5	1.130550
2.766667	0.5	1.169500
2.775000	0.5	1.208800
2.783333	0.5	1.241350
2.791667	0.5	1.265250
2.800000	0.5	1.277750
2.808333	0.5	1.283500
2.816667	0.5	1.282550
2.825000	0.5	1.274750
2.833333	0.5	1.265200
2.841667	0.5	1.260500
2.850000	0.5	1.258200
2.858333	0.5	1.252700
2.866667	0.5	1.245900
2.875000	0.5	1.242250
2.883333	0.5	1.233700
2.891667	0.5	1.224950
2.900000	0.5	1.212900
2.908333	0.5	1.204500
2.916667	0.5	1.189300
2.925000	0.5	1.173400
2.933333	0.5	1.160450
2.941667	0.5	1.149050
2.950000	0.5	1.141400
2.958333	0.5	1.136700
2.966667	0.5	1.135050
2.975000	0.5	1.137850
2.983333	0.5	1.145400
2.991667	0.5	1.160050
3.000000	0.5	1.189450
3.008333	0.5	1.228950
3.016667	0.5	1.282750
3.025000	0.5	1.351000
3.033333	0.5	1.437300
3.041667	0.5	1.536100
3.050000	0.5	1.639250
3.058333	0.5	1.742150
3.066667	0.5	1.836000
3.075000	0.5	1.918450
3.083333	0.5	1.977250
3.091667	0.5	2.011300
3.100000	0.5	2.027250
3.108333	0.5	2.013000
3.116667	0.5	1.976450
3.125000	0.5	1.922850
3.133333	0.5	1.864700
3.141667	0.5	1.821650
3.150000	0.5	1.803400
3.158333	0.5	1.813000
3.166667	0.5	1.844850
3.175000	0.5	1.888500
3.183333	0.5	1.932850
3.191667	0.5	1.985400
3.200000	0.5	2.030850
3.208333	0.5	2.066200
3.216667	0.5	2.097550
3.225000	0.5	2.130850
3.233333	0.5	2.157800
3.241667	0.5	2.180250
3.250000	0.5	2.200950
3.258333	0.5	2.216350
3.266667	0.5	2.227200
3.275000	0.5	2.234550
3.283333	0.5	2.233650
3.291667	0.5	2.233650
3.300000	0.5	2.224050
3.308333	0.5	2.209400
3.316667	0.5	2.196650
3.325000	0.5	2.185050
3.333333	0.5	2.171800
3.341667	0.5	2.161300
3.350000	0.5	2.152550
3.358333	0.5	2.147650
3.366667	0.5	2.142550
3.375000	0.5	2.137250
3.383333	0.5	2.137150
3.391667	0.5	2.137050
3.400000	0.5	2.128400
3.408333	0.5	2.120900
3.416667	0.5	2.121800
3.425000	0.5	2.122600
3.433333	0.5	2.124250
3.441667	0.5	2.127300
3.450000	0.5	2.129500
3.458333	0.5	2.133500
3.466667	0.5	2.134900
3.475000	0.5	2.131850
3.483333	0.5	2.132200
3.491667	0.5	2.119900
3.500000	0.5	2.102950
3.508333	0.5	2.086350
3.516667	0.5	2.064650
3.525000	0.5	2.038550
3.533333	0.5	2.009600
3.541667	0.5	1.974900
3.550000	0.5	1.938550
3.558333	0.5	1.900350
3.566667	0.5	1.856800
3.575000	0.5	1.817450
3.583333	0.5	1.776350
3.591667	0.5	1.732950
3.600000	0.5	1.695800
3.608333	0.5	1.668950
3.616667	0.5	1.651300
3.625000	0.5	1.637800
3.633333	0.5	1.632400
3.641667	0.5	1.631400
3.650000	0.5	1.635550
3.658333	0.5	1.640000
3.666667	0.5	1.649050
3.675000	0.5	1.659300
3.683333	0.5	1.660350
3.691667	0.5	1.659900
3.700000	0.5	1.663500
3.708333	0.5	1.669500
3.716667	0.5	1.673850
3.725000	0.5	1.680350
3.733333	0.5	1.687250
3.741667	0.5	1.697950
3.750000	0.5	1.706500
3.758333	0.5	1.712150
3.766667	0.5	1.721150
3.775000	0.5	1.724450
3.783333	0.5	1.721000
3.791667	0.5	1.716850
3.800000	0.5	1.718500
3.808333	0.5	1.716200
3.816667	0.5	1.715700
3.825000	0.5	1.713900
3.833333	0.5	1.716750
3.841667	0.5	1.717500
3.850000	0.5	1.717850
3.858333	0.5	1.719250
3.866667	0.5	1.721600
3.875000	0.5	1.718500
3.883333	0.5	1.714550
3.891667	0.5	1.713100
3.900000	0.5	1.715250
3.908333	0.5	1.714800
3.916667	0.5	1.717450
3.925000	0.5	1.721150
3.933333	0.5	1.726550
3.941667	0.5	1.727550
3.950000	0.5	1.723700
3.958333	0.5	1.726150
3.966667	0.5	1.718100
3.975000	0.5	1.706250
3.983333	0.5	1.691950
3.991667	0.5	1.682400
4.000000	0.5	1.671250
4.008333	0.5	1.662700
4.016667	0.5	1.653750
4.025000	0.5	1.647600
4.033333	0.5	1.643750
4.041667	0.5	1.636650
4.050000	0.5	1.631450
4.058333	0.5	1.628100
4.066667	0.5	1.618400
4.075000	0.5	1.607450
4.083333	0.5	1.599900
4.091667	0.5	1.592950
4.100000	0.5	1.587300
4.108333	0.5	1.580550
4.116667	0.5	1.576950
4.125000	0.5	1.572800
4.133333	0.5	1.569750
4.141667	0.5	1.562150
4.150000	0.5	1.559150
4.158333	0.5	1.552650
4.166667	0.5	1.539600
4.175000	0.5	1.530150
4.183333	0.5	1.523150
4.191667	0.5	1.520200
4.200000	0.5	1.516150
4.208333	0.5	1.515450
4.216667	0.5	1.519550
4.225000	0.5	1.521650
4.233333	0.5	1.524150
4.241667	0.5	1.524200
4.250000	0.5	1.527050
4.258333	0.5	1.520850
4.266667	0.5	1.512950
4.275000	0.5	1.508050
4.283333	0.5	1.504150
4.291667	0.5	1.499650
4.300000	0.5	1.494750
4.308333	0.5	1.488500
4.316667	0.5	1.485300
4.325000	0.5	1.478300
4.333333	0.5	1.466900
4.341667	0.5	1.462750
4.350000	0.5	1.450450
4.358333	0.5	1.432250
4.366667	0.5	1.417100
4.375000	0.5	1.405150
4.383333	0.5	1.396100
4.391667	0.5	1.383800
4.400000	0.5	1.375550
4.408333	0.5	1.364400
4.416667	0.5	1.357000
4.425000	0.5	1.347600
4.433333	0.5	1.337550
4.441667	0.5	1.331000
4.450000	0.5	1.318950
4.458333	0.5	1.308250
4.466667	0.5	1.302600
4.475000	0.5	1.301550
4.483333	0.5	1.301550
4.491667	0.5	1.303800
4.500000	0.5	1.309850
4.508333	0.5	1.317800
4.516667	0.5	1.322200
4.525000	0.5	1.325300
4.533333	0.5	1.332800
4.541667	0.5	1.330350
4.550000	0.5	1.323150
4.558333	0.5	1.320050
4.566667	0.5	1.315450
4.575000	0.5	1.311850
4.583333	0.5	1.308300
4.591667	0.5	1.305350
4.600000	0.5	1.303000
4.608333	0.5	1.301200
4.616667	0.5	1.294400
4.625000	0.5	1.293300
4.633333	0.5	1.289800
4.641667	0.5	1.280900
4.650000	0.5	1.271400
4.658333	0.5	1.263150
4.666667	0.5	1.259250
4.675000	0.5	1.257500
4.683333	0.5	1.258300
4.691667	0.5	1.258200
4.700000	0.5	1.262850
4.708333	0.5	1.267950
4.716667	0.5	1.271600
4.725000	0.5	1.279000
4.733333	0.5	1.279000
4.741667	0.5	1.276750
4.750000	0.5	1.273400
4.758333	0.5	1.276550
4.766667	0.5	1.277150
4.775000	0.5	1.281500
4.783333	0.5	1.280400
4.791667	0.5	1.282400
4.800000	0.5	1.282750
4.808333	0.5	1.279550
4.816667	0.5	1.277350
4.825000	0.5	1.275500
4.833333	0.5	1.265000
4.841667	0.5	1.251300
4.850000	0.5	1.244300
4.858333	0.5	1.236700
4.866667	0.5	1.231650
4.875000	0.5	1.227000
4.883333	0.5	1.222700
4.891667	0.5	1.224500
4.900000	0.5	1.221050
4.908333	0.5	1.217100
4.916667	0.5	1.217400
4.925000	0.5	1.212300
4.933333	0.5	1.203200
4.941667	0.5	1.192100
4.950000	0.5	1.184700
4.958333	0.5	1.179800
