URL	chrom://arspawyn4ahlab1/ChromeleonLocal/Instrument Data/ICS3000/2025_Feb 11.seq/585.smp/ED_1.channel/ED_1.chm
Channel	ED_1

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2025_Feb 11
Name	4-B1 Alex
Number	15
Position	RB7
Comment	
Processing Method	Quantitative
Instrument Method	Neutral Oligosaccharides V ICS 3000
Type	Unknown
Status	Finished
Inject Time	2/12/2025 6:47:37 PM -05:00
Volume (µl)	25.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	120.000000
Data Points	14401
Detector	EDet1
Generating Data System	Chromeleon 7.3.0.60919
Exporting Data System	Chromeleon 7.3.0.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	nC
Signal Min.	-0.121500
Signal Max.	55.733501
Channel	ED_1
Driver Name	DC-3000
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (nC)
0.000000	n.a.	0.002950
0.008333	0.5	0.002550
0.016667	0.5	-0.003450
0.025000	0.5	-0.007150
0.033333	0.5	-0.011000
0.041667	0.5	-0.012000
0.050000	0.5	-0.014350
0.058333	0.5	-0.014550
0.066667	0.5	-0.014650
0.075000	0.5	-0.009600
0.083333	0.5	-0.013650
0.091667	0.5	-0.020700
0.100000	0.5	-0.027900
0.108333	0.5	-0.029400
0.116667	0.5	-0.030150
0.125000	0.5	-0.032450
0.133333	0.5	-0.033250
0.141667	0.5	-0.031750
0.150000	0.5	-0.029950
0.158333	0.5	-0.029450
0.166667	0.5	-0.027150
0.175000	0.5	-0.023450
0.183333	0.5	-0.031200
0.191667	0.5	-0.038250
0.200000	0.5	-0.040650
0.208333	0.5	-0.039400
0.216667	0.5	-0.041300
0.225000	0.5	-0.042950
0.233333	0.5	-0.041300
0.241667	0.5	-0.037800
0.250000	0.5	-0.036950
0.258333	0.5	-0.037050
0.266667	0.5	-0.032400
0.275000	0.5	-0.037650
0.283333	0.5	-0.045550
0.291667	0.5	-0.050500
0.300000	0.5	-0.049200
0.308333	0.5	-0.050450
0.316667	0.5	-0.051550
0.325000	0.5	-0.049650
0.333333	0.5	-0.048700
0.341667	0.5	-0.048400
0.350000	0.5	-0.047400
0.358333	0.5	-0.043750
0.366667	0.5	-0.040800
0.375000	0.5	-0.048250
0.383333	0.5	-0.055100
0.391667	0.5	-0.056600
0.400000	0.5	-0.058500
0.408333	0.5	-0.059450
0.416667	0.5	-0.058250
0.425000	0.5	-0.057800
0.433333	0.5	-0.056200
0.441667	0.5	-0.052700
0.450000	0.5	-0.051400
0.458333	0.5	-0.046550
0.466667	0.5	-0.051700
0.475000	0.5	-0.058500
0.483333	0.5	-0.063200
0.491667	0.5	-0.064300
0.500000	0.5	-0.065500
0.508333	0.5	-0.064700
0.516667	0.5	-0.062100
0.525000	0.5	-0.062200
0.533333	0.5	-0.061250
0.541667	0.5	-0.060400
0.550000	0.5	-0.056800
0.558333	0.5	-0.054500
0.566667	0.5	-0.061100
0.575000	0.5	-0.068700
0.583333	0.5	-0.070300
0.591667	0.5	-0.072150
0.600000	0.5	-0.073250
0.608333	0.5	-0.071950
0.616667	0.5	-0.071100
0.625000	0.5	-0.065500
0.633333	0.5	-0.064050
0.641667	0.5	-0.063950
0.650000	0.5	-0.058900
0.658333	0.5	-0.063350
0.666667	0.5	-0.069950
0.675000	0.5	-0.074000
0.683333	0.5	-0.073400
0.691667	0.5	-0.076750
0.700000	0.5	-0.077000
0.708333	0.5	-0.076850
0.716667	0.5	-0.075200
0.725000	0.5	-0.073850
0.733333	0.5	-0.074400
0.741667	0.5	-0.067700
0.750000	0.5	-0.068350
0.758333	0.5	-0.073800
0.766667	0.5	-0.079500
0.775000	0.5	-0.080050
0.783333	0.5	-0.083200
0.791667	0.5	-0.083100
0.800000	0.5	-0.081650
0.808333	0.5	-0.082400
0.816667	0.5	-0.080250
0.825000	0.5	-0.076450
0.833333	0.5	-0.076550
0.841667	0.5	-0.071800
0.850000	0.5	-0.075850
0.858333	0.5	-0.083800
0.866667	0.5	-0.088200
0.875000	0.5	-0.089500
0.883333	0.5	-0.090000
0.891667	0.5	-0.090250
0.900000	0.5	-0.088600
0.908333	0.5	-0.085700
0.916667	0.5	-0.084900
0.925000	0.5	-0.084300
0.933333	0.5	-0.080950
0.941667	0.5	-0.079150
0.950000	0.5	-0.085550
0.958333	0.5	-0.090900
0.966667	0.5	-0.093650
0.975000	0.5	-0.094100
0.983333	0.5	-0.094350
0.991667	0.5	-0.093400
1.000000	0.5	-0.093150
1.008333	0.5	-0.094150
1.016667	0.5	-0.090900
1.025000	0.5	-0.089250
1.033333	0.5	-0.083000
1.041667	0.5	-0.087050
1.050000	0.5	-0.094050
1.058333	0.5	-0.097650
1.066667	0.5	-0.099300
1.075000	0.5	-0.099550
1.083333	0.5	-0.099650
1.091667	0.5	-0.098650
1.100000	0.5	-0.096850
1.108333	0.5	-0.092900
1.116667	0.5	-0.091800
1.125000	0.5	-0.088550
1.133333	0.5	-0.086000
1.141667	0.5	-0.092350
1.150000	0.5	-0.097900
1.158333	0.5	-0.100450
1.166667	0.5	-0.102450
1.175000	0.5	-0.103750
1.183333	0.5	-0.102250
1.191667	0.5	-0.101150
1.200000	0.5	-0.099000
1.208333	0.5	-0.095600
1.216667	0.5	-0.094950
1.225000	0.5	-0.089150
1.233333	0.5	-0.094300
1.241667	0.5	-0.102300
1.250000	0.5	-0.104600
1.258333	0.5	-0.105150
1.266667	0.5	-0.105600
1.275000	0.5	-0.105550
1.283333	0.5	-0.106100
1.291667	0.5	-0.105700
1.300000	0.5	-0.101700
1.308333	0.5	-0.102150
1.316667	0.5	-0.098100
1.325000	0.5	-0.094650
1.333333	0.5	-0.101600
1.341667	0.5	-0.107300
1.350000	0.5	-0.110900
1.358333	0.5	-0.112350
1.366667	0.5	-0.114050
1.375000	0.5	-0.110950
1.383333	0.5	-0.108700
1.391667	0.5	-0.108350
1.400000	0.5	-0.104900
1.408333	0.5	-0.103600
1.416667	0.5	-0.096250
1.425000	0.5	-0.101250
1.433333	0.5	-0.108100
1.441667	0.5	-0.113200
1.450000	0.5	-0.114200
1.458333	0.5	-0.115400
1.466667	0.5	-0.114850
1.475000	0.5	-0.113400
1.483333	0.5	-0.112950
1.491667	0.5	-0.110850
1.500000	0.5	-0.110850
1.508333	0.5	-0.106250
1.516667	0.5	-0.105050
1.525000	0.5	-0.110600
1.533333	0.5	-0.117600
1.541667	0.5	-0.120550
1.550000	0.5	-0.121500
1.558333	0.5	-0.121250
1.566667	0.5	-0.119000
1.575000	0.5	-0.118650
1.583333	0.5	-0.117800
1.591667	0.5	-0.115450
1.600000	0.5	-0.112400
1.608333	0.5	-0.106250
1.616667	0.5	-0.110750
1.625000	0.5	-0.117200
1.633333	0.5	-0.120300
1.641667	0.5	-0.120700
1.650000	0.5	-0.120000
1.658333	0.5	-0.116600
1.666667	0.5	-0.111650
1.675000	0.5	-0.099700
1.683333	0.5	-0.057700
1.691667	0.5	0.060650
1.700000	0.5	0.300050
1.708333	0.5	0.634450
1.716667	0.5	1.025300
1.725000	0.5	1.480050
1.733333	0.5	2.015400
1.741667	0.5	2.599300
1.750000	0.5	3.207500
1.758333	0.5	3.814500
1.766667	0.5	4.389900
1.775000	0.5	4.900000
1.783333	0.5	5.315700
1.791667	0.5	5.610550
1.800000	0.5	5.791150
1.808333	0.5	5.858850
1.816667	0.5	5.836100
1.825000	0.5	5.757250
1.833333	0.5	5.609550
1.841667	0.5	5.391450
1.850000	0.5	5.084950
1.858333	0.5	4.699600
1.866667	0.5	4.301550
1.875000	0.5	3.932550
1.883333	0.5	3.554700
1.891667	0.5	3.235300
1.900000	0.5	2.968850
1.908333	0.5	2.760250
1.916667	0.5	2.601350
1.925000	0.5	2.485400
1.933333	0.5	2.401350
1.941667	0.5	2.364450
