URL	chrom://arspawyn4ahlab1/ChromeleonLocal/Instrument Data/ICS3000/2025_Feb 11.seq/538.smp/ED_1.channel/ED_1.chm
Channel	ED_1

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2025_Feb 11
Name	4-A1 Alex
Number	7
Position	RA7
Comment	
Processing Method	Quantitative
Instrument Method	Neutral Oligosaccharides V ICS 3000
Type	Unknown
Status	Finished
Inject Time	2/11/2025 11:46:36 PM -05:00
Volume (µl)	25.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	120.000000
Data Points	14401
Detector	EDet1
Generating Data System	Chromeleon 7.3.0.60919
Exporting Data System	Chromeleon 7.3.0.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	nC
Signal Min.	-0.309400
Signal Max.	93.678401
Channel	ED_1
Driver Name	DC-3000
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (nC)
0.000000	n.a.	0.008500
0.008333	0.5	0.003000
0.016667	0.5	-0.000950
0.025000	0.5	-0.004800
0.033333	0.5	-0.007450
0.041667	0.5	-0.009100
0.050000	0.5	-0.007900
0.058333	0.5	-0.004050
0.066667	0.5	-0.013650
0.075000	0.5	-0.022650
0.083333	0.5	-0.025150
0.091667	0.5	-0.030850
0.100000	0.5	-0.032750
0.108333	0.5	-0.032050
0.116667	0.5	-0.031700
0.125000	0.5	-0.029100
0.133333	0.5	-0.026850
0.141667	0.5	-0.028550
0.150000	0.5	-0.025400
0.158333	0.5	-0.027950
0.166667	0.5	-0.039650
0.175000	0.5	-0.043400
0.183333	0.5	-0.046200
0.191667	0.5	-0.049150
0.200000	0.5	-0.049650
0.208333	0.5	-0.048050
0.216667	0.5	-0.046050
0.225000	0.5	-0.044600
0.233333	0.5	-0.045750
0.241667	0.5	-0.043700
0.250000	0.5	-0.041600
0.258333	0.5	-0.048800
0.266667	0.5	-0.056300
0.275000	0.5	-0.060100
0.283333	0.5	-0.061700
0.291667	0.5	-0.062750
0.300000	0.5	-0.065550
0.308333	0.5	-0.063850
0.316667	0.5	-0.063300
0.325000	0.5	-0.059700
0.333333	0.5	-0.060750
0.341667	0.5	-0.055350
0.350000	0.5	-0.058100
0.358333	0.5	-0.068700
0.366667	0.5	-0.076400
0.375000	0.5	-0.078050
0.383333	0.5	-0.081400
0.391667	0.5	-0.082350
0.400000	0.5	-0.080750
0.408333	0.5	-0.083750
0.416667	0.5	-0.080850
0.425000	0.5	-0.079900
0.433333	0.5	-0.079550
0.441667	0.5	-0.078250
0.450000	0.5	-0.085700
0.458333	0.5	-0.094250
0.466667	0.5	-0.097550
0.475000	0.5	-0.101750
0.483333	0.5	-0.102800
0.491667	0.5	-0.103150
0.500000	0.5	-0.103300
0.508333	0.5	-0.100050
0.516667	0.5	-0.099350
0.525000	0.5	-0.100450
0.533333	0.5	-0.097750
0.541667	0.5	-0.101300
0.550000	0.5	-0.110300
0.558333	0.5	-0.117150
0.566667	0.5	-0.121250
0.575000	0.5	-0.123250
0.583333	0.5	-0.123800
0.591667	0.5	-0.123500
0.600000	0.5	-0.121450
0.608333	0.5	-0.120650
0.616667	0.5	-0.120450
0.625000	0.5	-0.118400
0.633333	0.5	-0.116000
0.641667	0.5	-0.125700
0.650000	0.5	-0.134400
0.658333	0.5	-0.136900
0.666667	0.5	-0.139750
0.675000	0.5	-0.141150
0.683333	0.5	-0.142300
0.691667	0.5	-0.141950
0.700000	0.5	-0.138750
0.708333	0.5	-0.137300
0.716667	0.5	-0.139350
0.725000	0.5	-0.134500
0.733333	0.5	-0.137600
0.741667	0.5	-0.145300
0.750000	0.5	-0.152550
0.758333	0.5	-0.157850
0.766667	0.5	-0.159650
0.775000	0.5	-0.160400
0.783333	0.5	-0.160400
0.791667	0.5	-0.159800
0.800000	0.5	-0.155550
0.808333	0.5	-0.155000
0.816667	0.5	-0.154600
0.825000	0.5	-0.151600
0.833333	0.5	-0.158650
0.841667	0.5	-0.166400
0.850000	0.5	-0.172050
0.858333	0.5	-0.174650
