URL	chrom://arspawyn4ahlab1/ChromeleonLocal/Instrument Data/ICS3000/2025_Feb 11.seq/956.smp/ED_1.channel/ED_1.chm
Channel	ED_1

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2025_Feb 11
Name	4-C1 Alex
Number	27
Position	RD3
Comment	
Processing Method	Quantitative
Instrument Method	Neutral Oligosaccharides V ICS 3000
Type	Unknown
Status	Finished
Inject Time	2/13/2025 8:41:50 PM -05:00
Volume (µl)	25.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	120.000000
Data Points	14401
Detector	EDet1
Generating Data System	Chromeleon 7.3.0.60919
Exporting Data System	Chromeleon 7.3.0.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	nC
Signal Min.	-0.135700
Signal Max.	53.713251
Channel	ED_1
Driver Name	DC-3000
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (nC)
0.000000	n.a.	0.006600
0.008333	0.5	0.003100
0.016667	0.5	-0.000450
0.025000	0.5	-0.004600
0.033333	0.5	-0.007350
0.041667	0.5	-0.005750
0.050000	0.5	-0.006700
0.058333	0.5	-0.005950
0.066667	0.5	-0.005950
0.075000	0.5	-0.007950
0.083333	0.5	-0.017450
0.091667	0.5	-0.023250
0.100000	0.5	-0.025050
0.108333	0.5	-0.026050
0.116667	0.5	-0.028600
0.125000	0.5	-0.027800
0.133333	0.5	-0.027950
0.141667	0.5	-0.024300
0.150000	0.5	-0.024750
0.158333	0.5	-0.022350
0.166667	0.5	-0.020150
0.175000	0.5	-0.026300
0.183333	0.5	-0.034000
0.191667	0.5	-0.038550
0.200000	0.5	-0.040350
0.208333	0.5	-0.040950
0.216667	0.5	-0.040800
0.225000	0.5	-0.040850
0.233333	0.5	-0.035800
0.241667	0.5	-0.033300
0.250000	0.5	-0.034800
0.258333	0.5	-0.030250
0.266667	0.5	-0.034300
0.275000	0.5	-0.040850
0.283333	0.5	-0.046850
0.291667	0.5	-0.047800
0.300000	0.5	-0.048250
0.308333	0.5	-0.049000
0.316667	0.5	-0.047200
0.325000	0.5	-0.047400
0.333333	0.5	-0.042050
0.341667	0.5	-0.044250
0.350000	0.5	-0.041150
0.358333	0.5	-0.038750
0.366667	0.5	-0.046450
0.375000	0.5	-0.053350
0.383333	0.5	-0.055250
0.391667	0.5	-0.057650
0.400000	0.5	-0.057350
0.408333	0.5	-0.056400
0.416667	0.5	-0.056250
0.425000	0.5	-0.049050
