URL	chrom://arspawyn4ahlab1/ChromeleonLocal/Instrument Data/ICS3000/2025_Feb 11.seq/314.smp/ED_1.channel/ED_1.chm
Channel	ED_1

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2025_Feb 11
Name	1-C1 Alex
Number	26
Position	RD2
Comment	
Processing Method	Quantitative
Instrument Method	Neutral Oligosaccharides V ICS 3000
Type	Unknown
Status	Finished
Inject Time	2/13/2025 6:14:20 PM -05:00
Volume (µl)	25.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	120.000000
Data Points	14401
Detector	EDet1
Generating Data System	Chromeleon 7.3.0.60919
Exporting Data System	Chromeleon 7.3.0.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	nC
Signal Min.	-0.187000
Signal Max.	62.841101
Channel	ED_1
Driver Name	DC-3000
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (nC)
0.000000	n.a.	0.005500
0.008333	0.5	0.010150
0.016667	0.5	0.007200
0.025000	0.5	0.004500
0.033333	0.5	0.002250
0.041667	0.5	-0.000250
0.050000	0.5	0.002600
0.058333	0.5	0.001950
0.066667	0.5	-0.004650
0.075000	0.5	-0.012000
0.083333	0.5	-0.015950
0.091667	0.5	-0.019250
0.100000	0.5	-0.020700
0.108333	0.5	-0.021550
0.116667	0.5	-0.021050
0.125000	0.5	-0.020400
0.133333	0.5	-0.017900
0.141667	0.5	-0.016500
0.150000	0.5	-0.014000
0.158333	0.5	-0.019000
0.166667	0.5	-0.025950
0.175000	0.5	-0.031900
0.183333	0.5	-0.034250
0.191667	0.5	-0.037050
0.200000	0.5	-0.037200
0.208333	0.5	-0.036300
0.216667	0.5	-0.035850
0.225000	0.5	-0.035000
0.233333	0.5	-0.034500
0.241667	0.5	-0.030900
0.250000	0.5	-0.031050
0.258333	0.5	-0.036500
0.266667	0.5	-0.044700
0.275000	0.5	-0.047400
0.283333	0.5	-0.049500
0.291667	0.5	-0.050050
0.300000	0.5	-0.049650
0.308333	0.5	-0.049550
0.316667	0.5	-0.048500
0.325000	0.5	-0.047400
0.333333	0.5	-0.044650
0.341667	0.5	-0.041450
0.350000	0.5	-0.046850
0.358333	0.5	-0.054800
0.366667	0.5	-0.060950
0.375000	0.5	-0.062800
0.383333	0.5	-0.064450
0.391667	0.5	-0.065650
0.400000	0.5	-0.065400
0.408333	0.5	-0.064300
0.416667	0.5	-0.062200
0.425000	0.5	-0.061900
0.433333	0.5	-0.059500
0.441667	0.5	-0.061150
0.450000	0.5	-0.067850
0.458333	0.5	-0.074950
0.466667	0.5	-0.077050
0.475000	0.5	-0.078050
0.483333	0.5	-0.079450
0.491667	0.5	-0.079850
0.500000	0.5	-0.080450
0.508333	0.5	-0.077950
0.516667	0.5	-0.076750
0.525000	0.5	-0.075700
0.533333	0.5	-0.070450
0.541667	0.5	-0.075550
0.550000	0.5	-0.082400
0.558333	0.5	-0.089000
0.566667	0.5	-0.089600
0.575000	0.5	-0.093250
0.583333	0.5	-0.089850
0.591667	0.5	-0.090050
0.600000	0.5	-0.088000
0.608333	0.5	-0.085650
0.616667	0.5	-0.085800
0.625000	0.5	-0.082750
0.633333	0.5	-0.082950
0.641667	0.5	-0.090200
0.650000	0.5	-0.096750
0.658333	0.5	-0.099550
0.666667	0.5	-0.102300
0.675000	0.5	-0.103250
0.683333	0.5	-0.104150
0.691667	0.5	-0.101800
0.700000	0.5	-0.101700
0.708333	0.5	-0.099550
0.716667	0.5	-0.098900
0.725000	0.5	-0.093950
0.733333	0.5	-0.099550
0.741667	0.5	-0.106900
0.750000	0.5	-0.111450
0.758333	0.5	-0.112300
0.766667	0.5	-0.113550
0.775000	0.5	-0.113300
0.783333	0.5	-0.114100
0.791667	0.5	-0.111750
0.800000	0.5	-0.110850
0.808333	0.5	-0.110600
0.816667	0.5	-0.105850
0.825000	0.5	-0.104550
0.833333	0.5	-0.113000
0.841667	0.5	-0.117750
0.850000	0.5	-0.120700
0.858333	0.5	-0.121400
0.866667	0.5	-0.120800
0.875000	0.5	-0.120350
0.883333	0.5	-0.120150
0.891667	0.5	-0.118700
0.900000	0.5	-0.115450
0.908333	0.5	-0.114500
0.916667	0.5	-0.108000
0.925000	0.5	-0.114150
0.933333	0.5	-0.122250
0.941667	0.5	-0.126750
0.950000	0.5	-0.128350
0.958333	0.5	-0.127350
0.966667	0.5	-0.127300
0.975000	0.5	-0.126750
0.983333	0.5	-0.127300
0.991667	0.5	-0.126150
1.000000	0.5	-0.125400
1.008333	0.5	-0.120950
1.016667	0.5	-0.121250
1.025000	0.5	-0.127700
1.033333	0.5	-0.134500
1.041667	0.5	-0.137000
1.050000	0.5	-0.139300
1.058333	0.5	-0.140700
1.066667	0.5	-0.137950
1.075000	0.5	-0.140650
1.083333	0.5	-0.137500
1.091667	0.5	-0.134650
1.100000	0.5	-0.135950
1.108333	0.5	-0.131950
1.116667	0.5	-0.138100
1.125000	0.5	-0.147500
1.133333	0.5	-0.152050
1.141667	0.5	-0.153750
1.150000	0.5	-0.154450
1.158333	0.5	-0.155250
1.166667	0.5	-0.154550
1.175000	0.5	-0.154300
1.183333	0.5	-0.152300
1.191667	0.5	-0.150850
1.200000	0.5	-0.146600
1.208333	0.5	-0.148900
1.216667	0.5	-0.154350
1.225000	0.5	-0.160350
1.233333	0.5	-0.161950
1.241667	0.5	-0.163000
1.250000	0.5	-0.163700
1.258333	0.5	-0.163150
1.266667	0.5	-0.163300
1.275000	0.5	-0.160300
1.283333	0.5	-0.158900
1.291667	0.5	-0.156750
1.300000	0.5	-0.152450
1.308333	0.5	-0.157550
1.316667	0.5	-0.165300
1.325000	0.5	-0.169950
1.333333	0.5	-0.169750
1.341667	0.5	-0.170300
1.350000	0.5	-0.170450
1.358333	0.5	-0.168650
1.366667	0.5	-0.168450
1.375000	0.5	-0.165800
1.383333	0.5	-0.166850
1.391667	0.5	-0.161650
1.400000	0.5	-0.161450
1.408333	0.5	-0.168300
1.416667	0.5	-0.172200
1.425000	0.5	-0.174500
1.433333	0.5	-0.176350
1.441667	0.5	-0.176950
1.450000	0.5	-0.175400
1.458333	0.5	-0.174900
1.466667	0.5	-0.172850
1.475000	0.5	-0.170550
1.483333	0.5	-0.169800
1.491667	0.5	-0.165650
1.500000	0.5	-0.170650
1.508333	0.5	-0.177950
1.516667	0.5	-0.181800
1.525000	0.5	-0.182850
1.533333	0.5	-0.182700
1.541667	0.5	-0.181250
1.550000	0.5	-0.181600
1.558333	0.5	-0.180700
1.566667	0.5	-0.177750
1.575000	0.5	-0.178300
1.583333	0.5	-0.174050
1.591667	0.5	-0.172700
1.600000	0.5	-0.178350
1.608333	0.5	-0.184750
1.616667	0.5	-0.186550
1.625000	0.5	-0.185950
1.633333	0.5	-0.187000
1.641667	0.5	-0.185050
1.650000	0.5	-0.184550
1.658333	0.5	-0.181750
1.666667	0.5	-0.178700
1.675000	0.5	-0.172700
1.683333	0.5	-0.146500
1.691667	0.5	-0.063900
1.700000	0.5	0.140050
1.708333	0.5	0.464200
1.716667	0.5	0.855100
1.725000	0.5	1.302950
1.733333	0.5	1.821650
1.741667	0.5	2.395600
1.750000	0.5	2.996600
1.758333	0.5	3.607350
1.766667	0.5	4.215400
1.775000	0.5	4.810000
1.783333	0.5	5.358800
